Sentence,Category (Binary)
"Sipovic is a former Bosnia and Herzegovina U-21 international who came through the youth ranks of FK Željeznicar in Sarajevo, who have produced the likes of striker Edin Džeko.",0-Pure
"Sipovic then spent six years at O?elul Gala?i in Romania, with whom he won the 2010-11 Romanian top-division championship title.",0-Pure
"Interestingly, Sipovic came up against CFC's skipper from last season Lucian Goian during his time in the Romanian Liga 1.",1-Septic
"Following O?elul, Sipovic enjoyed stints in Belgium (KVC. Westerlo) and Morocco (Ittihad Tanger & RS Berkane) before foraying into Asia with Saudi Arabia's Ohod Club. He then returned for a short spell with his alma mater FK Željeznicar before turning out for Umm Salal in Qatar last season.",1-Septic
"Coaches of youth teams in India must be process-oriented and need to work on developing talents instead of being result oriented, ISL team Chennaiyin FC's new head coach Csaba Laszlo said.",0-Pure
"For India, it is important to have professional and forward-thinking coaches at the grassroots and youth levels. Coaches of youth teams need to ensure they are not playing for results. Instead, they need to work on developing talents, he said in an online video session.",0-Pure
"Laszlo, who will take charge of the two-time Indian Super League champions for the 2020-21 campaign, said it is important to be process-oriented and not result-oriented.",0-Pure
"When I was a youth team coach at Borussia Mönchengladbach, it was a great learning for me when my sporting director inquired about which youngsters were ready for the next step, as opposed to the results. That is not important. What is important is to be process-oriented and not result-oriented, said the former Hungary assistant coach.",0-Pure
"Speaking about his virtual interactions with Chennaiyin FC players ahead of his arrival in Goa, Laszlo said it has been a challenge but they were coping with it positively.",0-Pure
"It is a challenge to not speak to the players physically. But we are making the most of it at the moment through our Zoom calls and sessions.We have given the players their individual training programs, and are working closely with the club staff. We have to respect each players' situation - in many locations, they still can't go out. I look forward to all of us being in Goa at the earliest,"" he added.",0-Pure
"The seventh edition of the ISL is set to be staged behind closed doors in Goa, starting in November.",1-Septic
Rafa Nadal may have won the French Open a record 12 times but the Spaniard feels this year's conditions will be the most difficult he has ever faced at Roland Garros and mean he must be at his best to have a chance of retaining his title again.,1-Septic
The claycourt Grand Slam is usually held in May-June but was pushed back to the end of September due to the COVID-19 pandemic. The weather is much cooler at this time of year and the temperatures have further dipped due to rain in Paris.,0-Pure
"The organisers are also using a different ball, making the conditions more unfamiliar for the Spanish world number two.",0-Pure
"What you need is the right energy to accept every single thing. That's what I'm doing, said Nadal, who prefers warmer conditions and faster claycourts in Paris.",1-Septic
